,plot,slope,inter,sd,rep,site,r2,RIL
704,313,0.357997524,-2.900179328,1.625832839,P2,2,0.985863629,RIJC065
705,313,0.248744563,-0.532014463,1.251482451,P3,2,0.803278689,RIJC065
706,314,0.290158163,-2.271432509,1.311612437,P1,2,0.995100888,RIJC251
707,314,0.300750301,-3.318443987,1.391922457,P3,2,0.949271931,RIJC251
708,314,0.260013601,-2.025200199,1.172885484,P2,2,0.999285276,RIJC251
709,315,0.160699965,1.080994693,0.727750389,P1,2,0.99146012,RIJC255
710,315,0.171353052,0.077359146,0.876357619,P2,2,0.777373151,RIJC255
711,315,0.181472378,0.724047792,0.850343327,P3,2,0.926064048,RIJC255
712,316,0.227181226,-0.273485197,1.024905767,P1,2,0.999046227,RIJC223
713,316,0.152704537,1.642678332,0.833795906,P3,2,0.682013459,RIJC223
714,316,0.122536207,2.281126998,0.832069666,P2,2,0.440979164,RIJC223
715,317,0.282510826,-3.085996513,1.308377076,P1,2,0.948009997,RIJC144
716,317,0.279810448,-2.260874873,1.289513149,P2,2,0.957381176,RIJC144
717,317,0.241715739,-2.395168595,1.094137863,P3,2,0.992371639,RIJC144
718,318,0.259569097,-1.435986031,1.438751593,P1,2,0.661824619,RIJC225
719,318,0.253336741,-1.170805996,1.214987947,P3,2,0.884017777,RIJC225
720,318,0.307336808,-3.255301209,1.385868419,P2,2,0.999985578,RIJC225
721,319,0.286679764,-2.223921931,1.2994854,P3,2,0.989600371,RIJC081
722,319,0.300165686,-2.573487587,1.353899754,P1,2,0.999442118,RIJC081
723,319,0.428751987,-4.388044014,1.938341814,P2,2,0.994855815,RIJC081
724,32,0.208864272,-1.671627266,0.631109278,P2,1,0.985738436,RIJC018
725,32,0.246260363,-2.350721014,0.741436438,P3,1,0.992850109,RIJC018
726,32,0.222479731,-1.848906087,0.667439195,P1,1,0.999999995,RIJC018
727,320,0.286950743,-1.161751638,1.319163998,P2,2,0.962112168,RIJC059
728,320,0.301665944,-1.477891881,1.383225657,P1,2,0.967108227,RIJC059
729,320,0.422353894,-5.390474382,2.03399314,P3,2,0.876723438,RIJC059
730,321,0.348030193,-3.399315416,1.576815064,P2,2,0.990560269,RIJC248
731,321,0.375137037,-3.332785641,1.710025073,P3,2,0.978551102,RIJC248
732,321,0.206030607,0.260341698,1.013551997,P1,2,0.840194818,RIJC248
733,322,0.357520288,-2.456656697,1.622661705,P3,2,0.987083722,RIJC363
734,322,0.418119786,-4.558364531,1.924831431,P1,2,0.959455011,RIJC363
735,322,0.202908424,-0.273294347,0.940188721,P2,2,0.947062544,RIJC363
736,323,0.178246225,0.121100646,0.8828565,P2,2,0.828836802,RIJC018
737,323,0.182992733,0.729112668,0.843743366,P3,2,0.956435138,RIJC018
738,323,0.309843472,-2.217196053,1.40504845,P1,2,0.988805059,RIJC018
739,324,0.234163663,-1.536540975,1.063924979,P3,2,0.984975838,RIJC049
740,324,0.140712249,0.338425195,0.71307998,P1,2,0.791764271,RIJC049
741,324,0.37738796,-4.832434428,1.72150848,P2,2,0.977161457,RIJC049
742,325,0.45265827,-4.894373148,2.059280904,P2,2,0.982467775,TM5
743,325,0.406442412,-3.783248845,1.836596639,P3,2,0.995815882,TM5
744,325,0.390991392,-4.104097327,1.763298822,P1,2,0.999749367,TM5
745,326,0.282545467,-2.286053,1.294272808,P3,2,0.969021947,RIJC002
746,326,0.285632776,-2.73423588,1.298876126,P1,2,0.98330714,RIJC002
747,326,0.139036633,0.647969528,0.715215694,P2,2,0.768409976,RIJC002
748,327,0.405220542,-4.417399843,1.828453038,P2,2,0.998674279,RIJC071
749,327,0.209902645,-0.679991031,0.953001691,P3,2,0.986409075,RIJC071
750,327,0.323334886,-4.090208058,1.505956563,P1,2,0.937322017,RIJC071
751,328,0.228414331,-1.47310018,1.062320002,P3,2,0.940036164,RIJC035
752,328,0.403877153,-5.296443298,1.842201959,P1,2,0.977310746,RIJC035
753,328,0.310072737,-2.305077358,1.398770248,P2,2,0.999178256,RIJC035
754,329,0.255418784,-0.661708077,1.333077023,P2,2,0.746455222,TM2
755,329,0.288500226,-2.052265881,1.302540335,P3,2,0.997512933,TM2
756,329,0.216024862,1.235033673,0.974477174,P1,2,0.999246674,TM2
757,330,0.239512183,-1.403479743,1.080637579,P3,2,0.9988578,RIJC230
758,330,0.312059596,-3.265351261,1.414495032,P1,2,0.989648136,RIJC230
759,330,0.261463049,-1.073298059,1.18749845,P2,2,0.985741683,RIJC230
760,331,0.256167068,-2.157222672,1.159309414,P2,2,0.992787841,RIJC247
761,331,0.254307364,-1.070184421,1.154276142,P3,2,0.986976959,RIJC247
762,331,0.170682784,-0.70158822,0.799188118,P1,2,0.927448873,RIJC247
763,332,0.22936604,-0.605248118,1.08026034,P3,2,0.916663525,RIJC302
764,332,0.238284966,-1.717635895,1.085513848,P1,2,0.979785772,RIJC302
765,332,0.188169116,-0.360079079,0.946788058,P2,2,0.803155666,RIJC302
766,333,0.273247371,-2.069003285,1.24854906,P1,2,0.973888729,TM10
767,333,0.330798359,-2.509262033,1.500026721,P3,2,0.98886563,TM10
768,333,0.323426889,-1.941264793,1.4602879,P2,2,0.997433277,TM10
769,334,0.394992394,-5.312973364,1.784828046,P1,2,0.99584852,RIJC047
770,334,0.309397824,-2.992638853,1.41282209,P2,2,0.975142619,RIJC047
771,334,0.342972463,-3.531414199,1.54682349,P3,2,0.999644468,RIJC047
772,335,0.299531904,-2.002266592,1.351154503,P2,2,0.999274323,RIJC069
773,335,0.237287764,-1.072699551,1.192591745,P1,2,0.804962539,RIJC069
774,335,0.159169955,0.346630854,0.857940679,P3,2,0.699868174,RIJC069
775,336,0.292941335,-2.429448897,1.347540999,P2,2,0.960917094,RIJC003
776,336,0.180001922,0.551252179,1.211771242,P3,2,0.448664368,RIJC003
777,336,0.258523417,-2.584725672,1.169098515,P1,2,0.994274126,RIJC003
778,337,0.25033344,-2.908418476,1.136712598,P2,2,0.986154518,RIJC368
779,337,0.153319542,-0.576032445,0.694819839,P1,2,0.990054686,RIJC368
780,337,0.314536752,-3.583919485,1.455000075,P3,2,0.950222577,RIJC368
781,338,0.176227996,0.602247838,0.833443568,P2,2,0.909088131,TM9
782,338,0.207978417,-0.662384898,0.986185323,P3,2,0.904332307,TM9
783,338,0.227147905,0.006528904,1.202185681,P1,2,0.725910286,TM9
784,339,0.285786057,-2.005474945,1.299430213,P2,2,0.983523478,RIJC238
785,339,0.239145417,-0.608505675,1.10085535,P1,2,0.959560123,RIJC238
786,339,0.208075395,0.448357144,1.018409209,P3,2,0.848800055,RIJC238
787,34,0.326815125,-3.021587022,0.981181819,P2,1,0.998499423,RIJC074
788,34,0.284298544,-2.941898298,0.857689544,P3,1,0.988852576,RIJC074
789,34,0.272484973,-2.171553654,0.819803027,P1,1,0.994279732,RIJC074
790,340,0.090933562,1.349269069,0.450778904,P2,2,0.827427254,RIJC361
791,340,0.173739687,-0.900787691,0.785305759,P1,2,0.995242893,RIJC361
792,340,0.176758704,-1.22546366,0.838258718,P3,2,0.904094938,RIJC361
793,341,0.140552831,-0.283316686,1.354042807,P2,2,0.219090217,RIJC324
794,341,0.20548461,-2.051576899,1.054145936,P3,2,0.772619572,RIJC324
795,341,0.213008032,-1.373291118,1.045409128,P1,2,0.844166214,RIJC324
796,342,0.129360373,-0.414256291,0.656291028,P2,2,0.789983758,RIJC364
797,342,0.112861687,0.414088397,0.512135947,P1,2,0.987486427,RIJC364
798,342,0.158418263,-1.192382609,0.736938596,P3,2,0.939629122,RIJC364
799,343,0.210870252,-0.800480716,1.021218029,P2,2,0.866966398,RIJC262
800,343,0.222222582,-1.017821756,1.067929025,P3,2,0.880440836,RIJC262
801,343,0.204374114,-0.417373838,1.177344521,P1,2,0.612707534,RIJC262
802,344,0.439233575,-4.392154683,1.993693922,P2,2,0.986921639,RIJC073
803,344,0.207479187,-0.686907029,0.944973663,P1,2,0.98020801,RIJC073
804,344,0.363164699,-2.494191529,1.638019771,P3,2,0.999487933,RIJC073
805,345,0.177329753,0.217161669,0.80001644,P2,2,0.999019528,RIJC016
806,345,0.185693927,-0.341673674,0.887259854,P3,2,0.890640252,RIJC016
807,345,0.430326486,-6.461040885,1.942049694,P1,2,0.998352837,RIJC016
808,346,0.286005776,-2.129391714,1.290388118,P3,2,0.99888957,JAM
809,346,0.099911171,0.972421292,0.456243955,P1,2,0.975084898,JAM
810,346,0.184573429,-1.307184923,0.832350534,P2,2,0.999848999,JAM
811,347,0.236694364,-2.151363716,1.069005133,P1,2,0.996838566,RIJC355
812,347,0.145374246,-0.244888775,0.65557343,P3,2,0.999863793,RIJC355
813,347,0.189103284,-1.449725467,0.854741402,P2,2,0.995261582,RIJC355
814,348,0.211998211,-1.231584903,0.963660789,P3,2,0.984066833,RIJC203
815,348,0.327869017,-3.978986036,1.513202718,P1,2,0.954586111,RIJC203
816,348,0.229154576,-0.771609815,1.039132141,P2,2,0.988835595,RIJC203
817,349,0.200959968,-1.007875282,0.90705442,P1,2,0.998069991,RIJC145
818,349,0.207115708,0.282418055,1.052459013,P3,2,0.787452328,RIJC145
819,349,0.236256797,-1.24711797,1.13513989,P2,2,0.880802287,RIJC145
820,350,0.290504786,-3.088945915,1.314966801,P3,2,0.992397333,RIJC261
821,350,0.316108989,-2.470617322,1.44333602,P1,2,0.975320542,RIJC261
822,350,0.27298804,-2.719646152,1.231000557,P2,2,0.999952387,RIJC261
823,351,0.298648167,-1.608261455,1.363885971,P1,2,0.974927144,RIJC330
824,351,0.453612403,-5.481015952,2.048631787,P3,2,0.996897731,RIJC330
825,351,0.258426574,-1.37906509,1.170811735,P2,2,0.990623869,RIJC330
826,352,0.346988397,-4.272483419,1.569047002,P3,2,0.994412507,RIJC046
827,352,0.246590714,-1.656869922,1.112231598,P1,2,0.999474129,RIJC046
828,352,0.360024548,-3.495611331,1.638052369,P2,2,0.98223916,RIJC046
829,353,0.209789139,0.046978102,0.946099932,P1,2,0.99977105,RIJC313
830,353,0.217521016,-0.927030125,0.981423624,P3,2,0.998844798,RIJC313
831,353,0.224404951,-1.111618834,1.025339299,P2,2,0.973953546,RIJC313
832,354,0.204207391,-1.528892952,0.920826783,P3,2,0.99998989,JAM
833,354,0.26177766,-2.842350189,1.221469655,P1,2,0.933917209,JAM
834,354,0.107740092,0.941415061,0.487918246,P2,2,0.991446176,JAM
835,355,0.285226895,-2.415916793,1.38647843,P1,2,0.860524608,RIJC243
836,355,0.229112016,-0.907122127,1.040764252,P3,2,0.985370551,RIJC243
837,355,0.262067636,-2.631625945,1.27651504,P2,2,0.857005263,RIJC243
838,356,0.217375743,-1.08214792,0.984670397,P3,2,0.99094369,RIJC214
839,356,0.179753417,-0.94838356,0.810599092,P1,2,0.999886404,RIJC214
840,356,0.161215249,0.743110958,0.819549333,P2,2,0.786811351,RIJC214
841,357,0.194522678,-0.67189244,0.878406231,P1,2,0.997144833,RIJC138
842,357,0.259901187,-1.474684707,1.172362893,P3,2,0.999311714,RIJC138
843,357,0.238507944,-1.09544845,1.232172563,P2,2,0.761853046,RIJC138
844,358,0.364459978,-3.472108387,1.643554184,P1,2,0.999862356,RIJC237
845,358,0.215300403,-0.950662337,0.973678411,P2,2,0.994184953,RIJC237
846,358,0.078830685,0.685036228,0.355807651,P3,2,0.998087486,RIJC237
847,359,0.237727077,-1.700025798,1.075496585,P2,2,0.993454107,RIJC372
848,359,0.236268348,-1.467760716,1.284516668,P1,2,0.687923558,RIJC372
849,359,0.160418253,0.326151203,0.731512378,P3,2,0.977851233,RIJC372
850,360,0.170697672,0.407010691,0.775644421,P2,2,0.984778211,RIJC139
851,360,0.29327962,-1.999239136,1.322637527,P3,2,0.999748289,RIJC139
852,360,0.208267518,-0.705024421,0.939684429,P1,2,0.998820861,RIJC139
853,361,NA,2.74469449,NA,P3,2,0,RIJC001
854,361,0.57671906,-10.61433825,1.507513488,P1,2,0.780557542,RIJC001
855,361,0.306501208,-3.628464058,1.394016096,P2,2,0.982963483,RIJC001
856,362,0.392019476,-4.307400466,1.772331346,P2,2,0.994796,RIJC045
857,362,0.242657543,-1.628084765,1.129205607,P3,2,0.938966549,RIJC045
858,362,0.344979876,-4.052675384,1.219688047,P1,2,1,RIJC045
859,363,0.299285845,-2.316390869,1.361547471,P3,2,0.982461087,RIJC212
860,363,0.354249015,-3.773543713,1.606705934,P1,2,0.988446319,RIJC212
861,363,0.285305227,-2.363570249,1.298522539,P2,2,0.981587571,RIJC212
862,364,0.343489359,-1.996604656,1.548879399,P2,2,0.999999884,RIJC020
863,364,0.482018698,-5.383614759,2.175996656,P3,2,0.997745788,RIJC020
864,364,0.380796973,-2.827782877,1.718470023,P1,2,0.998416236,RIJC020
865,365,0.377484975,-4.36041836,1.702195535,P3,2,0.999974732,RIJC223
866,365,0.214758709,-0.694676122,1.021921723,P1,2,0.897997005,RIJC223
867,365,0.271190388,-1.171831136,1.22844259,P2,2,0.990940173,RIJC223
868,366,0.379034109,-4.188957742,1.715896343,P2,2,0.992163099,RIJC142
869,366,0.412373797,-4.87159674,1.888712507,P3,2,0.969301736,RIJC142
870,366,0.328566651,-3.339283387,1.483922768,P1,2,0.996857194,RIJC142
871,367,0.14395373,0.142033299,0.508953295,P3,2,1,RIJC251
872,367,0.299082734,-3.441986508,1.421843003,P1,2,0.899679808,RIJC251
873,367,0.266905498,-1.772640935,1.203647954,P2,2,0.999826531,RIJC251
874,368,0.532626329,-6.033039584,2.405225589,P2,2,0.997108024,RIJC082
875,368,0.526252268,-6.590413754,2.378838951,P3,2,0.99509939,RIJC082
876,368,0.541614981,-6.428607235,2.45059003,P1,2,0.993227172,RIJC082
877,369,0.288551131,-2.320830539,1.314517822,P3,2,0.979763341,TM10
878,369,0.404620665,-4.092958743,1.827915966,P1,2,0.996304857,TM10
879,369,0.347031302,-3.690884457,1.566614545,P2,2,0.99774962,TM10
880,37,0.302473493,-3.322154038,0.907859911,P2,1,0.999032175,RIJC142
881,37,0.300111504,-3.219310936,0.900356313,P3,1,0.999951569,RIJC142
882,37,0.230629644,-1.936304502,0.692032053,P1,1,0.999586416,RIJC142
883,370,0.261876784,-2.603181516,1.184889884,P3,2,0.993222603,RIJC234
884,370,0.190913192,-0.413511522,0.903393651,P1,2,0.90808477,RIJC234
885,370,0.355469017,-4.761375882,1.687356797,P2,2,0.902398231,RIJC234
886,371,0.224753909,-2.571328449,1.013871379,P1,2,0.999211355,RIJC355
887,371,0.153372897,-0.64372304,0.693910917,P3,2,0.993341045,RIJC355
888,371,0.290816817,-3.083692158,1.337610626,P2,2,0.961143414,RIJC355
889,372,0.354406868,-3.739153709,1.605790613,P3,2,0.990455596,RIJC370
890,372,0.245175844,-2.293090668,1.105594037,P1,2,0.999936825,RIJC370
891,372,0.191316273,-1.020149406,0.943576842,P2,2,0.835906796,RIJC370
892,373,0.026906217,4.55076585,1.466215847,P2,2,0.006847279,RIJC003
893,373,0.256274365,-0.134900266,1.269306958,P3,2,0.828868415,RIJC003
894,373,-0.013964029,5.612060789,1.332490007,P1,2,0.002233069,RIJC003
895,374,0.404134534,-4.108467916,1.834149072,P2,2,0.987168402,RIJC080
896,374,0.487109267,-6.237070491,2.217632879,P1,2,0.981029484,RIJC080
897,374,0.364468103,-3.853168905,1.643967776,P3,2,0.999403881,RIJC080
898,375,0.352664831,-4.181845024,1.594292114,P1,2,0.994940454,RIJC138
899,375,0.360859699,-4.417452002,1.628329647,P2,2,0.998620979,RIJC138
900,375,0.373818125,-4.197706949,1.690515989,P3,2,0.994238841,RIJC138
901,376,0.448031524,-5.132709056,2.041142211,P2,2,0.97966862,RIJC373
902,376,0.418943468,-4.218978547,1.890221506,P1,2,0.998835634,RIJC373
903,376,0.418453182,-4.993543715,1.908905391,P3,2,0.977087644,RIJC373
904,377,0.41493952,-5.250085448,1.881026088,P1,2,0.989437901,RIJC244
905,377,0.311045863,-3.335876899,1.414915094,P2,2,0.982645074,RIJC244
906,377,0.359019393,-3.786521126,1.626136033,P3,2,0.991130062,RIJC244
907,378,0.374352458,-4.6097599,1.695268037,P2,2,0.991501123,RIJC141
908,378,0.412625122,-4.765075506,1.868479525,P1,2,0.991615314,RIJC141
909,378,0.244719738,-1.727586022,1.19363166,P3,2,0.85468468,RIJC141
910,379,0.369574519,-3.801938972,1.67203051,P1,2,0.993400157,RIJC243
911,379,0.437976728,-5.297703483,1.993509116,P2,2,0.981463599,RIJC243
912,379,0.388766268,-4.149624597,1.757276909,P3,2,0.995188451,RIJC243
913,38,0.395767234,-4.273500927,1.187778271,P2,1,0.999197706,RIJC224
914,38,0.390109181,-3.838251188,1.172868499,P1,1,0.995671799,RIJC224
915,38,0.36245846,-3.590997209,1.087387006,P3,1,0.999978615,RIJC224
916,380,0.375001707,-3.834746469,1.702078122,P1,2,0.986997586,TM6
917,380,0.463267415,-5.667310704,2.089409756,P2,2,0.99959679,TM6
918,380,0.367886199,-3.683021758,1.669448193,P3,2,0.987392168,TM6
919,381,0.21069997,-1.421247727,0.951922862,P2,2,0.996171276,RIJC247
920,381,0.246414989,-2.526929074,1.116825769,P1,2,0.989855892,RIJC247
921,381,0.309376233,-3.418423867,1.400607342,P3,2,0.992086811,RIJC247
922,382,0.324155373,-3.488486118,1.47110364,P1,2,0.987253062,RIJC076
923,382,0.283099922,-2.706596002,1.284747202,P2,2,0.987308142,RIJC076
924,382,0.35434662,-3.326699316,1.611864729,P3,2,0.982670649,RIJC076
925,383,0.242937934,-2.091718837,1.100224707,P2,2,0.991371573,RIJC049
926,383,0.322298376,-3.102459537,1.453801986,P3,2,0.999342368,RIJC049
927,383,0.175331824,-0.466992005,0.854085172,P1,2,0.856895211,RIJC049
928,384,0.329018978,-2.700365117,1.484765709,P3,2,0.998469078,RIJC335
929,384,0.266408698,-1.286263061,1.20185943,P1,2,0.999074861,RIJC335
930,384,0.343159126,-3.198141115,1.547434489,P2,2,0.999942764,RIJC335
931,385,0.397526318,-4.360710152,1.9292424,P3,2,0.863309968,TM8
932,385,0.358050689,-3.20284621,1.623678734,P1,2,0.98877483,TM8
933,385,0.435911594,-4.510939602,1.9752047,P2,2,0.990332883,TM8
934,386,0.449051329,-5.167348239,2.027518333,P1,2,0.997403696,RIJC232
935,386,0.34883191,-2.673864026,1.573339317,P3,2,0.999530846,RIJC232
936,386,0.355785389,-3.753777601,1.612755281,P2,2,0.989573036,RIJC232
937,387,0.424675369,-4.013846637,1.929385633,P1,2,0.985109814,RIJC330
938,387,0.122908157,3.732495012,0.906441611,P3,2,0.373843925,RIJC330
939,387,0.331544434,-3.273057194,1.503946757,P2,2,0.988159703,RIJC330
940,388,0.075437032,4.574035377,0.979709755,P3,2,0.120554354,RIJC316
941,388,-0.012908976,6.588216988,0.705981186,P1,2,0.006798388,RIJC316
942,388,0.081851331,4.341146825,0.579730638,P2,2,0.405328896,RIJC316
943,389,0.304329429,-2.934086517,1.372413356,P3,2,0.999831027,RIJC217
944,389,0.306270413,-3.185325812,1.382825673,P1,2,0.997433158,RIJC217
945,389,0.297446169,-3.149725966,1.346030613,P2,2,0.992922758,RIJC217
946,39,0.389314403,-5.025745247,1.168458623,P1,1,0.999117981,RIJC230
947,39,0.384789009,-4.751711089,1.16274843,P3,1,0.985635423,RIJC230
948,39,0.246495051,-2.236810026,0.73969051,P2,1,0.999444828,RIJC230
949,390,0.321162509,-3.724539402,1.471532573,P1,2,0.968542104,RIJC237
950,390,0.301607809,-1.891511149,1.374580074,P3,2,0.978934548,RIJC237
951,390,0.606694003,-9.125428748,2.938570469,P2,2,0.866713906,RIJC237
952,391,0.437428864,-6.180006078,1.997239862,P3,2,0.975355648,RIJC025
953,391,0.319514399,-3.293712561,1.459403755,P1,2,0.97462721,RIJC025
954,391,0.302171259,-3.249495465,1.431188414,P2,2,0.906402855,RIJC025
955,392,0.315009255,-3.26785998,1.420516581,P3,2,0.999913868,RIJC260
956,392,0.382045363,-3.884748054,1.723030607,P1,2,0.999660336,RIJC260
957,392,0.405488052,-4.747460968,1.828529921,P2,2,0.999909193,RIJC260
958,393,0.460759377,-5.19717677,2.177491462,P1,2,0.910424682,RIJC319
959,393,0.419793585,-4.306914426,1.892981167,P3,2,0.999971423,RIJC319
960,393,0.446140816,-4.604651449,2.015316613,P2,2,0.996473892,RIJC319
961,394,0.295201949,-1.611579545,1.355238628,P1,2,0.964751532,RIJC030
962,394,0.401653447,-3.941054796,1.812396557,P3,2,0.998631175,RIJC030
963,394,0.372346694,-3.541890785,1.72939822,P2,2,0.942569906,RIJC030
964,395,0.370711342,-3.398202197,1.674665962,P1,2,0.996377566,RIJC047
965,395,0.344993126,-2.838939764,1.558073828,P2,2,0.996904139,RIJC047
966,395,0.349330298,-3.224759413,1.576748805,P3,2,0.998058661,RIJC047
967,396,0.41697234,-4.612535429,1.880557574,P1,2,0.999654223,RIJC331
968,396,0.410000905,-4.277843538,1.849149591,P2,2,0.999618117,RIJC331
969,396,0.416196645,-5.161261366,1.880502806,P3,2,0.995996375,RIJC331
970,397,0.46596233,-6.282308396,2.101221271,P1,2,0.999923142,RIJC225
971,397,0.325271733,-3.538833811,1.472685247,P3,2,0.99193075,RIJC225
972,397,0.357772008,-4.051360508,1.619500035,P2,2,0.992337433,RIJC225
973,398,0.198605422,-1.538449754,0.896250965,P2,2,0.998461932,RIJC262
974,398,0.277712667,-3.228831693,1.264343064,P3,2,0.981002463,RIJC262
975,398,0.238001361,-1.861389162,1.073288257,P1,2,0.999849662,RIJC262
976,399,0.41091293,-5.386272773,1.854873858,P1,2,0.997882565,RIJC002
977,399,0.452902011,-5.737895439,2.042319692,P2,2,0.999930069,RIJC002
978,399,0.42409212,-5.55594708,1.918697755,P3,2,0.993381007,RIJC002
979,4,0.271720013,-2.792926529,0.816794242,P3,1,0.996002499,RIJC048
980,4,0.343537828,-3.91536507,1.034098794,P1,1,0.993270589,RIJC048
981,4,0.326878681,-3.67108887,0.981579744,P2,1,0.998078104,RIJC048
982,40,0.297637253,-2.75833564,0.894520961,P3,1,0.996405328,RIJC347
983,40,0.279452277,-2.535413049,0.842246366,P2,1,0.990785229,RIJC347
984,40,0.203709765,-0.838805097,0.674094232,P1,1,0.821911357,RIJC347
985,400,0.441420335,-5.765997714,2.008984645,P2,2,0.981657566,RIJC145
986,400,0.468088211,-5.433480187,2.12870259,P3,2,0.983182205,RIJC145
987,400,0.429019583,-4.19581456,1.980860978,P1,2,0.953794513,RIJC145
988,401,0.321139947,-2.476631441,1.449901575,P1,2,0.997516754,RIJC233
989,401,0.428190398,-5.027955692,1.930978116,P2,2,0.999833594,RIJC233
990,401,0.440685026,-4.506614049,1.992818288,P3,2,0.994328226,RIJC233
991,402,0.470104241,-5.542194996,2.126993152,P3,2,0.99326409,RIJC139
992,402,0.44941284,-4.406756062,2.034942662,P1,2,0.991733949,RIJC139
993,402,0.441307011,-4.027045533,1.995680584,P2,2,0.994278777,RIJC139
994,403,0.236696907,-0.734019312,1.136849395,P3,2,0.8814301,RIJC203
995,403,0.37020359,-3.512953143,1.747649751,P2,2,0.912391084,RIJC203
996,403,0.340166383,-2.878340336,1.592703151,P1,2,0.927516586,RIJC203
997,404,0.339664343,-2.608549466,1.545888045,P2,2,0.981640392,RIJC140
998,404,0.336885968,-3.847611532,1.530698324,P3,2,0.984906971,RIJC140
999,404,0.376185943,-4.288300374,1.704444989,P1,2,0.990484605,RIJC140
1000,405,0.46163295,-3.782667686,2.088468931,P1,2,0.993450294,RIJC220
1001,405,0.44422432,-4.364002229,2.007891494,P2,2,0.995251321,RIJC220
1002,405,0.528264605,-5.783398413,2.384047655,P3,2,0.998347514,RIJC220
1003,406,0.356479003,-3.778300547,1.615047575,P3,2,0.990617165,RIJC147
1004,406,0.377565405,-3.904450028,1.716678756,P1,2,0.983591808,RIJC147
1005,406,0.401065016,-4.838983963,1.90292425,P2,2,0.903223318,RIJC147
1006,407,0.319222504,-3.034142449,1.443217893,P2,2,0.994790824,RIJC327
1007,407,0.345073555,-3.733078847,1.557081694,P1,2,0.998640417,RIJC327
1008,407,0.336350341,-2.630636145,1.5175135,P3,2,0.998911923,RIJC327
1009,408,0.399016148,-3.411172853,1.844226571,P1,2,0.951833475,RIJC334
1010,408,0.465698244,-5.319158269,2.108027595,P2,2,0.992350738,RIJC334
1011,408,0.496195425,-6.247412996,2.24005977,P3,2,0.997688298,RIJC334
1012,409,0.247167324,-1.592501555,1.115952585,P1,2,0.997468535,RIJC015
1013,409,0.339618887,-2.920851586,1.551415841,P2,2,0.974396703,RIJC015
1014,409,0.291967012,-2.842053597,1.317264395,P3,2,0.998918934,RIJC015
1015,410,0.180792979,0.249576295,0.939222977,P2,2,0.753415038,RIJC081
1016,410,0.310913807,-3.41953172,1.405387644,P1,2,0.995167844,RIJC081
1017,410,0.390621533,-5.049788264,1.761410607,P3,2,0.999999369,RIJC081
1018,411,0.31230755,-3.412217207,1.414538937,P2,2,0.991159924,RIJC017
1019,411,0.299357286,-3.01175886,1.363369859,P1,2,0.980304214,RIJC017
1020,411,0.202442672,-1.538410822,0.915847373,P3,2,0.993496846,RIJC017
1021,412,0.187078899,-0.955249066,0.851446506,P2,2,0.981620133,RIJC235
1022,412,0.356115322,-4.625124841,1.610525623,P3,2,0.994156195,RIJC235
1023,412,0.190553568,-1.132118968,0.85936422,P1,2,0.999742637,RIJC235
1024,413,0.357891535,-4.322671367,1.618483511,P2,2,0.994248342,RIJC070
1025,413,0.320064665,-2.472466866,1.451507208,P3,2,0.988657007,RIJC070
1026,413,0.411447592,-4.931822275,1.874026326,P1,2,0.980135809,RIJC070
1027,414,0.327836654,-3.121412763,1.484886774,P2,2,0.991144369,RIJC248
1028,414,0.350524993,-3.294436969,1.58245996,P1,2,0.997656646,RIJC248
1029,414,0.318634591,-2.010765642,1.443805453,P3,2,0.990323456,RIJC248
1030,415,0.290552459,-2.452883263,1.310567031,P2,2,0.999399699,RIJC326
1031,415,0.410374923,-4.645016248,1.856403181,P1,2,0.993632071,RIJC326
1032,415,0.309489937,-2.773413086,1.396748526,P3,2,0.998309495,RIJC326
1033,416,0.458146307,-6.457092805,2.065910872,P2,2,0.999985722,RIJC324
1034,416,0.379523174,-4.740808217,1.760933178,P3,2,0.944494484,RIJC324
1035,416,0.311494585,-2.72232638,1.458790887,P1,2,0.92709342,RIJC324
1036,417,0.393502064,-4.778271473,1.78085595,P2,2,0.99276173,RIJC066
1037,417,0.421299327,-5.270491888,1.901371371,P3,2,0.998288829,RIJC066
1038,417,0.437624943,-5.64415085,1.979114583,P1,2,0.994193312,RIJC066
1039,418,0.368649477,-3.59747126,1.664854668,P2,2,0.996972477,CAL
1040,418,0.61421396,-9.217485935,2.781473764,P1,2,0.991512083,CAL
1041,418,0.454616946,-4.939411389,2.056422697,P3,2,0.993745198,CAL
1042,419,0.271768556,-2.207083534,1.236343563,P2,2,0.982491155,RIJC240
1043,419,0.378564124,-3.918983286,1.716128621,P1,2,0.989436255,RIJC240
1044,419,0.322439286,-3.711290731,1.455752273,P3,2,0.997538181,RIJC240
1045,42,0.329759076,-3.054032945,0.989278309,P2,1,0.999997814,RIJC145
1046,42,0.333059457,-3.525951381,1.006941918,P3,1,0.984639396,RIJC145
1047,42,0.26384844,-2.703634994,0.802174278,P1,1,0.973675197,RIJC145
1048,420,0.326626911,-3.581620366,1.483678647,P2,2,0.985445963,RIJC241
1049,420,0.42407012,-5.46532498,1.920481966,P3,2,0.991433202,RIJC241
1050,420,0.424321403,-5.644654312,1.980823884,P1,2,0.933053892,RIJC241
1051,421,0.399000389,-4.2937878,1.803543922,P3,2,0.995180306,RIJC048
1052,421,0.441790066,-5.274712517,1.994890356,P2,2,0.997246248,RIJC048
1053,421,0.423050392,-4.690950609,1.909906883,P1,2,0.997627465,RIJC048
